ID	Organism	Subtype	Country	SamplingYear	Region	Organism_and_Subtype	Region_and_Year
JF320156|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320157|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320158|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320160|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320161|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320162|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320163|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320164|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320165|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320166|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320167|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320169|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320171|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320179|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320181|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320182|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320183|HIV-1|subtype:B	HIV-1	B	PERU	2006	Central_and_South_America	HIV-1_B	Central_and_South_America_2006
JF320185|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF320186|HIV-1|subtype:B	HIV-1	B	PERU	2006	Central_and_South_America	HIV-1_B	Central_and_South_America_2006
JF320187|HIV-1|subtype:B	HIV-1	B	PERU	2006	Central_and_South_America	HIV-1_B	Central_and_South_America_2006
JF320188|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF320189|HIV-1|subtype:B	HIV-1	B	PERU	2007	Central_and_South_America	HIV-1_B	Central_and_South_America_2007
JF320190|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF320191|HIV-1|subtype:B	HIV-1	B	PERU	2007	Central_and_South_America	HIV-1_B	Central_and_South_America_2007
JF320192|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF320193|HIV-1|subtype:B	HIV-1	B	PERU	2006	Central_and_South_America	HIV-1_B	Central_and_South_America_2006
JF320194|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF320195|HIV-1|subtype:B	HIV-1	B	PERU	2007	Central_and_South_America	HIV-1_B	Central_and_South_America_2007
JF320196|HIV-1|subtype:B	HIV-1	B	PERU	2006	Central_and_South_America	HIV-1_B	Central_and_South_America_2006
JF320197|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320198|HIV-1|subtype:B	HIV-1	B	PERU	2007	Central_and_South_America	HIV-1_B	Central_and_South_America_2007
JF320199|HIV-1|subtype:B	HIV-1	B	PERU	2007	Central_and_South_America	HIV-1_B	Central_and_South_America_2007
JF320200|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320201|HIV-1|subtype:B	HIV-1	B	PERU	2006	Central_and_South_America	HIV-1_B	Central_and_South_America_2006
JF320202|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320203|HIV-1|subtype:B	HIV-1	B	PERU	2006	Central_and_South_America	HIV-1_B	Central_and_South_America_2006
JF320204|HIV-1|subtype:B	HIV-1	B	PERU	2007	Central_and_South_America	HIV-1_B	Central_and_South_America_2007
JF320205|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320206|HIV-1|subtype:B	HIV-1	B	PERU	2007	Central_and_South_America	HIV-1_B	Central_and_South_America_2007
JF320207|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320208|HIV-1|subtype:B	HIV-1	B	PERU	2006	Central_and_South_America	HIV-1_B	Central_and_South_America_2006
JF320209|HIV-1|subtype:B	HIV-1	B	PERU	2006	Central_and_South_America	HIV-1_B	Central_and_South_America_2006
JF320211|HIV-1|subtype:B	HIV-1	B	PERU	2007	Central_and_South_America	HIV-1_B	Central_and_South_America_2007
JF320212|HIV-1|subtype:B	HIV-1	B	PERU	2006	Central_and_South_America	HIV-1_B	Central_and_South_America_2006
JF320213|HIV-1|subtype:B	HIV-1	B	PERU	2007	Central_and_South_America	HIV-1_B	Central_and_South_America_2007
JF320214|HIV-1|subtype:B	HIV-1	B	PERU	2006	Central_and_South_America	HIV-1_B	Central_and_South_America_2006
JF320215|HIV-1|subtype:B	HIV-1	B	PERU	2006	Central_and_South_America	HIV-1_B	Central_and_South_America_2006
JF320216|HIV-1|subtype:B	HIV-1	B	PERU	2007	Central_and_South_America	HIV-1_B	Central_and_South_America_2007
JF320217|HIV-1|subtype:B	HIV-1	B	PERU	2007	Central_and_South_America	HIV-1_B	Central_and_South_America_2007
JF320218|HIV-1|subtype:B	HIV-1	B	PERU	2006	Central_and_South_America	HIV-1_B	Central_and_South_America_2006
JF320219|HIV-1|subtype:B	HIV-1	B	PERU	2006	Central_and_South_America	HIV-1_B	Central_and_South_America_2006
JF320220|HIV-1|subtype:B	HIV-1	B	PERU	2007	Central_and_South_America	HIV-1_B	Central_and_South_America_2007
JF320221|HIV-1|subtype:B	HIV-1	B	PERU	2006	Central_and_South_America	HIV-1_B	Central_and_South_America_2006
JF320222|HIV-1|subtype:B	HIV-1	B	PERU	2006	Central_and_South_America	HIV-1_B	Central_and_South_America_2006
JF320223|HIV-1|subtype:B	HIV-1	B	PERU	2006	Central_and_South_America	HIV-1_B	Central_and_South_America_2006
JF320224|HIV-1|subtype:B	HIV-1	B	PERU	2006	Central_and_South_America	HIV-1_B	Central_and_South_America_2006
JF320225|HIV-1|subtype:B	HIV-1	B	PERU	2007	Central_and_South_America	HIV-1_B	Central_and_South_America_2007
JF320226|HIV-1|subtype:B	HIV-1	B	PERU	2007	Central_and_South_America	HIV-1_B	Central_and_South_America_2007
JF320227|HIV-1|subtype:B	HIV-1	B	PERU	2007	Central_and_South_America	HIV-1_B	Central_and_South_America_2007
JF320241|HIV-1|subtype:B	HIV-1	B	PERU	2006	Central_and_South_America	HIV-1_B	Central_and_South_America_2006
JF320242|HIV-1|subtype:B	HIV-1	B	PERU	2006	Central_and_South_America	HIV-1_B	Central_and_South_America_2006
JF320243|HIV-1|subtype:B	HIV-1	B	PERU	2006	Central_and_South_America	HIV-1_B	Central_and_South_America_2006
JF320244|HIV-1|subtype:B	HIV-1	B	PERU	2006	Central_and_South_America	HIV-1_B	Central_and_South_America_2006
JF320245|HIV-1|subtype:B	HIV-1	B	PERU	2006	Central_and_South_America	HIV-1_B	Central_and_South_America_2006
JF320247|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320250|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320251|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320253|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320255|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320256|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320257|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320263|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320267|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320268|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320269|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320271|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320297|HIV-1|subtype:02_AG	HIV-1	02_AG	UNITED STATES	2006	North_America	HIV-1_02_AG	North_America_2006
JF320356|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320361|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF320363|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320364|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320365|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320366|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320374|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320411|HIV-1|subtype:B	HIV-1	B	CANADA	2006	North_America	HIV-1_B	North_America_2006
JF320412|HIV-1|subtype:B	HIV-1	B	CANADA	2006	North_America	HIV-1_B	North_America_2006
JF320413|HIV-1|subtype:B	HIV-1	B	CANADA	2006	North_America	HIV-1_B	North_America_2006
JF320414|HIV-1|subtype:B	HIV-1	B	CANADA	2006	North_America	HIV-1_B	North_America_2006
JF320415|HIV-1|subtype:B	HIV-1	B	CANADA	2006	North_America	HIV-1_B	North_America_2006
JF320416|HIV-1|subtype:B	HIV-1	B	CANADA	2006	North_America	HIV-1_B	North_America_2006
JF320417|HIV-1|subtype:B	HIV-1	B	CANADA	2006	North_America	HIV-1_B	North_America_2006
JF320418|HIV-1|subtype:B	HIV-1	B	CANADA	2006	North_America	HIV-1_B	North_America_2006
JF320419|HIV-1|subtype:B	HIV-1	B	CANADA	2006	North_America	HIV-1_B	North_America_2006
JF320420|HIV-1|subtype:B	HIV-1	B	CANADA	2006	North_America	HIV-1_B	North_America_2006
JF320422|HIV-1|subtype:B	HIV-1	B	CANADA	2007	North_America	HIV-1_B	North_America_2007
JF320423|HIV-1|subtype:B	HIV-1	B	CANADA	2007	North_America	HIV-1_B	North_America_2007
JF320424|HIV-1|subtype:B	HIV-1	B	CANADA	2007	North_America	HIV-1_B	North_America_2007
JF320425|HIV-1|subtype:B	HIV-1	B	CANADA	2007	North_America	HIV-1_B	North_America_2007
JF320426|HIV-1|subtype:B	HIV-1	B	CANADA	2007	North_America	HIV-1_B	North_America_2007
JF320427|HIV-1|subtype:B	HIV-1	B	CANADA	2006	North_America	HIV-1_B	North_America_2006
JF320428|HIV-1|subtype:B	HIV-1	B	CANADA	2006	North_America	HIV-1_B	North_America_2006
JF320429|HIV-1|subtype:B	HIV-1	B	CANADA	2006	North_America	HIV-1_B	North_America_2006
JF320430|HIV-1|subtype:B	HIV-1	B	CANADA	2006	North_America	HIV-1_B	North_America_2006
JF320431|HIV-1|subtype:B	HIV-1	B	CANADA	2006	North_America	HIV-1_B	North_America_2006
JF320460|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320461|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320462|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320463|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320464|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320465|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320466|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320467|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320468|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320469|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320470|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320477|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF320478|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF320482|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF320483|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF320484|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF320485|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF320486|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF320487|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF320488|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF320489|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF320490|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF320491|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF320492|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF320515|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320516|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320518|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320519|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320526|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320529|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320530|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320531|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320532|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320533|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320534|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320535|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320536|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320559|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320561|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320562|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320563|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320564|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320565|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320566|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320567|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320568|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320577|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2007	North_America	HIV-1_B	North_America_2007
JF320613|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320615|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320616|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320617|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320619|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320620|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320621|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320622|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320624|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320626|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320627|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320628|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF320629|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF340054|HIV-1|subtype:01B	HIV-1	01B	CHINA	2008	Asia	HIV-1_01B	Asia_2008
JF683736|HIV-1|subtype:B	HIV-1	B	CYPRUS	2007	Asia	HIV-1_B	Asia_2007
JF683737|HIV-1|subtype:A1	HIV-1	A1	CYPRUS	2007	Asia	HIV-1_A1	Asia_2007
JF683738|HIV-1|subtype:B	HIV-1	B	CYPRUS	2007	Asia	HIV-1_B	Asia_2007
JF683739|HIV-1|subtype:A1	HIV-1	A1	CYPRUS	2007	Asia	HIV-1_A1	Asia_2007
JF683740|HIV-1|subtype:C	HIV-1	C	CYPRUS	2007	Asia	HIV-1_C	Asia_2007
JF683741|HIV-1|subtype:B	HIV-1	B	CYPRUS	2007	Asia	HIV-1_B	Asia_2007
JF683742|HIV-1|subtype:B	HIV-1	B	CYPRUS	2007	Asia	HIV-1_B	Asia_2007
JF683743|HIV-1|subtype:B	HIV-1	B	CYPRUS	2007	Asia	HIV-1_B	Asia_2007
JF683745|HIV-1|subtype:37_cpx	HIV-1	37_cpx	CYPRUS	2007	Asia	HIV-1_37_cpx	Asia_2007
JF683746|HIV-1|subtype:B	HIV-1	B	CYPRUS	2007	Asia	HIV-1_B	Asia_2007
JF683747|HIV-1|subtype:B	HIV-1	B	CYPRUS	2007	Asia	HIV-1_B	Asia_2007
JF683748|HIV-1|subtype:A1	HIV-1	A1	CYPRUS	2007	Asia	HIV-1_A1	Asia_2007
JF683749|HIV-1|subtype:B	HIV-1	B	CYPRUS	2007	Asia	HIV-1_B	Asia_2007
JF683750|HIV-1|subtype:B	HIV-1	B	CYPRUS	2007	Asia	HIV-1_B	Asia_2007
JF683751|HIV-1|subtype:B	HIV-1	B	CYPRUS	2007	Asia	HIV-1_B	Asia_2007
JF683752|HIV-1|subtype:02BG	HIV-1	02BG	CYPRUS	2007	Asia	HIV-1_02BG	Asia_2007
JF683753|HIV-1|subtype:B	HIV-1	B	CYPRUS	2007	Asia	HIV-1_B	Asia_2007
JF683754|HIV-1|subtype:B	HIV-1	B	CYPRUS	2007	Asia	HIV-1_B	Asia_2007
JF683755|HIV-1|subtype:C	HIV-1	C	CYPRUS	2007	Asia	HIV-1_C	Asia_2007
JF683756|HIV-1|subtype:B	HIV-1	B	CYPRUS	2007	Asia	HIV-1_B	Asia_2007
JF683758|HIV-1|subtype:02_AG	HIV-1	02_AG	CYPRUS	2007	Asia	HIV-1_02_AG	Asia_2007
JF683759|HIV-1|subtype:A1	HIV-1	A1	CYPRUS	2007	Asia	HIV-1_A1	Asia_2007
JF683760|HIV-1|subtype:A1	HIV-1	A1	CYPRUS	2007	Asia	HIV-1_A1	Asia_2007
JF683761|HIV-1|subtype:A1	HIV-1	A1	CYPRUS	2007	Asia	HIV-1_A1	Asia_2007
JF683763|HIV-1|subtype:A1	HIV-1	A1	CYPRUS	2007	Asia	HIV-1_A1	Asia_2007
JF683764|HIV-1|subtype:B	HIV-1	B	CYPRUS	2007	Asia	HIV-1_B	Asia_2007
JF683765|HIV-1|subtype:B	HIV-1	B	CYPRUS	2007	Asia	HIV-1_B	Asia_2007
JF683766|HIV-1|subtype:02D	HIV-1	02D	CYPRUS	2008	Asia	HIV-1_02D	Asia_2008
JF683767|HIV-1|subtype:A1	HIV-1	A1	CYPRUS	2008	Asia	HIV-1_A1	Asia_2008
JF683768|HIV-1|subtype:C	HIV-1	C	CYPRUS	2008	Asia	HIV-1_C	Asia_2008
JF683769|HIV-1|subtype:B	HIV-1	B	CYPRUS	2008	Asia	HIV-1_B	Asia_2008
JF683770|HIV-1|subtype:C	HIV-1	C	CYPRUS	2008	Asia	HIV-1_C	Asia_2008
JF683771|HIV-1|subtype:F1	HIV-1	F1	CYPRUS	2008	Asia	HIV-1_F1	Asia_2008
JF683772|HIV-1|subtype:U	HIV-1	U	CYPRUS	2008	Asia	HIV-1_U	Asia_2008
JF683773|HIV-1|subtype:B	HIV-1	B	CYPRUS	2008	Asia	HIV-1_B	Asia_2008
JF683774|HIV-1|subtype:A1B	HIV-1	A1B	CYPRUS	2008	Asia	HIV-1_A1B	Asia_2008
JF683775|HIV-1|subtype:B	HIV-1	B	CYPRUS	2008	Asia	HIV-1_B	Asia_2008
JF683776|HIV-1|subtype:C	HIV-1	C	CYPRUS	2008	Asia	HIV-1_C	Asia_2008
JF683777|HIV-1|subtype:C	HIV-1	C	CYPRUS	2008	Asia	HIV-1_C	Asia_2008
JF683778|HIV-1|subtype:B	HIV-1	B	CYPRUS	2008	Asia	HIV-1_B	Asia_2008
JF683779|HIV-1|subtype:A1	HIV-1	A1	CYPRUS	2008	Asia	HIV-1_A1	Asia_2008
JF683780|HIV-1|subtype:A1	HIV-1	A1	CYPRUS	2008	Asia	HIV-1_A1	Asia_2008
JF683781|HIV-1|subtype:B	HIV-1	B	CYPRUS	2008	Asia	HIV-1_B	Asia_2008
JF683782|HIV-1|subtype:A1	HIV-1	A1	CYPRUS	2008	Asia	HIV-1_A1	Asia_2008
JF683783|HIV-1|subtype:A1	HIV-1	A1	CYPRUS	2008	Asia	HIV-1_A1	Asia_2008
JF683784|HIV-1|subtype:B	HIV-1	B	CYPRUS	2008	Asia	HIV-1_B	Asia_2008
JF683785|HIV-1|subtype:B	HIV-1	B	CYPRUS	2008	Asia	HIV-1_B	Asia_2008
JF683786|HIV-1|subtype:02_AG	HIV-1	02_AG	CYPRUS	2008	Asia	HIV-1_02_AG	Asia_2008
JF683787|HIV-1|subtype:B	HIV-1	B	CYPRUS	2009	Asia	HIV-1_B	Asia_2009
JF683788|HIV-1|subtype:B	HIV-1	B	CYPRUS	2009	Asia	HIV-1_B	Asia_2009
JF683789|HIV-1|subtype:A1	HIV-1	A1	CYPRUS	2009	Asia	HIV-1_A1	Asia_2009
JF683790|HIV-1|subtype:B	HIV-1	B	CYPRUS	2009	Asia	HIV-1_B	Asia_2009
JF683791|HIV-1|subtype:B	HIV-1	B	CYPRUS	2009	Asia	HIV-1_B	Asia_2009
JF683792|HIV-1|subtype:02_AG	HIV-1	02_AG	CYPRUS	2009	Asia	HIV-1_02_AG	Asia_2009
JF683793|HIV-1|subtype:B	HIV-1	B	CYPRUS	2009	Asia	HIV-1_B	Asia_2009
JF683794|HIV-1|subtype:B	HIV-1	B	CYPRUS	2009	Asia	HIV-1_B	Asia_2009
JF683795|HIV-1|subtype:02_AG	HIV-1	02_AG	CYPRUS	2009	Asia	HIV-1_02_AG	Asia_2009
JF683796|HIV-1|subtype:B	HIV-1	B	CYPRUS	2009	Asia	HIV-1_B	Asia_2009
JF683797|HIV-1|subtype:B	HIV-1	B	CYPRUS	2009	Asia	HIV-1_B	Asia_2009
JF683798|HIV-1|subtype:A1	HIV-1	A1	CYPRUS	2009	Asia	HIV-1_A1	Asia_2009
JF683799|HIV-1|subtype:02_AG	HIV-1	02_AG	CYPRUS	2009	Asia	HIV-1_02_AG	Asia_2009
JF683800|HIV-1|subtype:A1B	HIV-1	A1B	CYPRUS	2009	Asia	HIV-1_A1B	Asia_2009
JF683801|HIV-1|subtype:B	HIV-1	B	CYPRUS	2009	Asia	HIV-1_B	Asia_2009
JF683802|HIV-1|subtype:11_cpx	HIV-1	11_cpx	CYPRUS	2009	Asia	HIV-1_11_cpx	Asia_2009
JF683803|HIV-1|subtype:C	HIV-1	C	CYPRUS	2009	Asia	HIV-1_C	Asia_2009
JF683804|HIV-1|subtype:B	HIV-1	B	CYPRUS	2009	Asia	HIV-1_B	Asia_2009
JF683805|HIV-1|subtype:B	HIV-1	B	CYPRUS	2009	Asia	HIV-1_B	Asia_2009
JF683806|HIV-1|subtype:02_AG	HIV-1	02_AG	CYPRUS	2009	Asia	HIV-1_02_AG	Asia_2009
JF683807|HIV-1|subtype:B	HIV-1	B	CYPRUS	2009	Asia	HIV-1_B	Asia_2009
JF683808|HIV-1|subtype:B	HIV-1	B	CYPRUS	2009	Asia	HIV-1_B	Asia_2009
JF683809|HIV-1|subtype:B	HIV-1	B	CYPRUS	2009	Asia	HIV-1_B	Asia_2009
JF689852|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF689854|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF689856|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF689857|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF689859|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF689860|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2005	North_America	HIV-1_B	North_America_2005
JF689862|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF689863|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF689864|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF689865|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF689866|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF689867|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
JF689868|HIV-1|subtype:B	HIV-1	B	UNITED STATES	2006	North_America	HIV-1_B	North_America_2006
